uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
f81ef968-c986-4a9f-b883-7f3a5e8b3a86,Every penny of the $7 billion going to Africa as per Obama will be stolen - corruption is rampant!,"According to this tweet, corruption in Africa will lead to the $7 billion promised by Obama being stolen.",Every a penny the $7 billion going Africa Obama gon be stolen - a corruption rampant!,"This here a tweet, a corruption Africa gon lead the $7 billion promised by Obama being stole."
7a698abc-dfa3-4108-9377-efa94dc40f73,Very disappointed by statements at SC GOP debate supporting waterboarding. Waterboarding is torture.,Disappointed with SC GOP debate supporting waterboarding. It's torture.,Too disappointed by alla statement SC GOP debates supporting waterboarding. Waterboarding torture.,Disappointed SC GOP debates supporting em waterboarding. The thing's torture.
66d051cd-02da-4d7b-9e1c-62411ad4d176,"It’s not Obama’s fault and it’s not Trump’s fault. We have stringent FDA regulations, long in place, that created barriers to the private industry creating a test quickly. This obsession with scoring political points is downright gross.",Strict FDA rules hindered private industry from creating tests fast. Blaming Obama/Trump is wrong. Stop using politics to score points. #COVID19,"The thing’s not Obama belong fault and the thing’s not Trump belong fault . We have stringent FDA regulation, long in place, that create barrier to that private industry creating test quick. This here obsession with scoring political point downright gross.",Strict FDA rules hindered private industrys from creating alla test fast. Blaming Obama/Trump wrong. Stop using alla politic score alla point. #COVID19
2b95c32b-797e-4867-9787-e6e55ef80a42,Americans have overwhelmingly supported common sense gun reform. 90% support universal background checks. Elected officials must act.,Majority of Americans favor sensible gun laws. 90% back universal background checks. Politicians must take action.,American have overwhelmingly supported common sense gun reform. 90% support universal backgrounds check. Elected official must act.,Majority Americans favor sensible gun laws. 90% back universal backgrounds checks. Alla Politician must take actions.
dbedfd2d-611f-415d-b3a6-9cbc0491cf1f,"Boulder: AR-15 Orlando: AR-15 Parkland: AR-15 Las Vegas: AR-15 Aurora, CO: AR-15 Sandy Hook: AR-15 Waffle House: AR-15 San Bernardino: AR-15 Midland/Odessa: AR-15 Poway synagogue: AR-15 Sutherland Springs: AR-15 Tree of Life Synagogue: AR-15","Several mass shootings in the US, including those in Boulder, Orlando, Parkland, Las Vegas, Aurora, Sandy Hook, Waffle House, San Bernardino, Midland/Odessa, Poway synagogue, Sutherland Springs, and Tree of Life Synagogue, involved the AR-15.","Boulder: AR-15 Orlando: AR-15 Parkland: AR-15 Las Vegas: AR-15 Aurora, CO: AR-15 Sandy Hook: AR-15 Waffle House: AR-15 San Bernardino: AR-15 Midland/Odessa: AR-15 Poway synagogue: AR-15 Sutherland Springs: AR-15 Tree of Life Synagogue: AR-15","Several mass shooting US, them Boulder, Orlando, Parkland, Las Vegas, Aurora, Sandy Hook, Waffle House, San Bernardino, Midland/Odessa, Poway synagogue, Sutherland Springs, and Tree Life Synagogue, involve the AR-15."
6316a249-46f0-49eb-8f25-08088915c48f,"@POTUS I do agree with @POTUS on one thing he said today, #domesticviolence does destroy lives, literally. 3 American women are murdered every day by their husband or boyfriend.","Agree with @POTUS, domestic violence destroys lives. 3 US women are killed daily by their partner. #domesticviolence","@POTUS He agree @POTUS one thing em say today, #domesticviolence destroy alla life, literally. 3 American women are murdered every day by them belong husband or boyfriend.","Agree with @POTUS, domestic violences destroy em lives. 3 US women are killed daily by them belong partner . #domesticviolence"
ce62db68-683f-484f-aaa5-ec4c83ff1921,Americans have overwhelmingly supported common sense gun reform. 90% support universal background checks. Elected officials must act.,"US citizens largely back sensible gun reform, with 90% favoring universal background checks. Politicians need to take action.",Americans overwhelmingly supported common sense gun reform. 90% support universal backgrounds check. Elected official must act.,"US citizens largely back sensible a gun a reform, 90a % favoring universal a background checks. Alla Politician gotta take a action."
92dea2dc-701b-448c-bc02-f5182ac76443,Now Republicans want to restore #gunrights to felons- something they lose after criminal conviction- CJS bills have prevented for 24 years,GOP pushing to restore gun rights for felons - blocked by CJS bills for 24 years. #gunrights,Now Republican want to restore #gunright felon- a something they lose it after criminal a conviction- CJS bill prevented 24 year,GOP pushing restore gun right for felon - blocked by CJS bill 24 year. #gunright
dc68fb47-dfc7-472e-8557-085c3dd64947,"This is why we took bold action with our Safer at Home plan to keep Wisconsinites safe and healthy. It's working. We have flattened the curve here in Wisconsin and have prevented the death of at least 300 Wisconsinites, and perhaps as many as 1400 lives.",Our Safer at Home plan in Wisconsin is successful in flattening the curve and saving lives. At least 300 Wisconsinites have been saved from death and perhaps up to 1400.,"This is why we take action bold with us belong safer at Home plan to keep Wisconsinites safe and healthy. Em's working. We have flattened that curve here in Wisconsin and have prevented that death of at least 300 Wisconsinite, and perhaps as many as 1400 lifes.",Us belong safer at Home plan in Wisconsin like successful in flattening curve and saving life them. At least 300 Wisconsinite them have been saved from deaths and perhaps up to 1400.
4b032965-5b39-4ed1-a115-2388a5e5b8d8,"After a decade of progress, the rate of uninsured children is now rising. This is very troublesome. Every child needs access to quality, affordable healthcare. ",The number of uninsured children is increasing after a decade of progress. Access to quality and affordable healthcare is crucial for every child. #healthcare #children #uninsured,"Decade progress, rate uninsured childs now rising. This too troublesome. Every child need access quality, affordable healthcare.",Number uninsured childs increasing decade progress. Access quality and affordable healthcare crucial every child. #healthcare #children #uninsured
1734d9c9-fdfa-49d3-9e17-cb75d45edc85,"As Republicans try to repeal the Affordable Care Act, they should be reminded every day that 36,000 people will die yearly as a result.","Republicans attempting to repeal Affordable Care Act should remember that 36,000 people will die annually due to the decision.","As Republican try repeal those Affordable Care Act, should be reminded every a day that 36,000 person die yearly one a result.","Republicans attempting repeal Affordable Care Act should remember that 36,000 persons gon die annually to that decision."
bfb4cac0-a16d-4fad-a857-dc3b2bb1291d,"The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections. Just thought you should know.","White House removes climate, healthcare, civil rights, and LGBT web pages.","Those White House been removed its climate changes webs page. And that healthcare, civil rights and LGBTs sections. Just thinked y'all should know.","White House remove climate, healthcare, civil right, and LGBT webs page."
